panelist,samplekey,Floral,Fruity,Woody,Complexity,Malt,Sweet,Peaty,Dried_fruits,Aftertaste,date
4,000777,60,20,60,60,40,30,40,30,70,2023-01-12
4,000781,40,60,60,60,50,40,0,50,60,2023-01-12
4,000783,30,60,50,50,50,20,0,30,40,2023-01-12
4,000785,40,50,40,50,40,50,0,50,60,2023-01-12
4,000786,50,70,80,80,50,50,0,60,80,2023-01-12
4,000788,50,50,40,40,40,40,0,40,40,2023-01-12
4,000789,50,40,50,50,30,40,0,30,50,2023-01-12
4,000791,60,60,70,60,40,40,0,40,60,2023-01-12
4,000792,40,40,50,40,30,30,0,30,40,2023-01-12
4,000794,40,50,70,60,40,50,0,50,80,2023-01-12
4,000796,30,40,40,40,40,30,30,30,40,2023-01-12
4,000797,40,40,30,50,30,30,0,50,50,2023-01-12
4,000804,40,40,60,50,40,40,0,40,50,2023-01-12
4,000805,40,60,30,40,30,40,0,30,60,2023-01-12
4,000806,40,40,30,30,30,30,0,30,30,2023-01-12
4,000807,50,30,50,60,40,50,60,40,70,2023-01-12
4,000811,70,30,40,80,40,40,0,60,60,2023-01-12
4,000813,40,60,50,50,30,40,0,30,50,2023-01-12
4,000814,50,50,40,40,50,50,0,30,40,2023-01-12
4,000815,40,40,30,30,30,20,0,40,40,2023-01-12
4,000818,30,60,70,60,40,30,0,30,80,2023-01-12
4,000819,50,30,50,60,30,40,40,30,70,2023-01-12
4,000825,40,40,60,60,40,50,0,40,60,2023-01-12
4,000827,50,30,90,80,50,50,0,70,70,2023-01-12
4,000828,40,60,40,40,30,30,0,30,40,2023-01-12
4,000830,40,40,50,40,30,40,0,30,60,2023-01-12
4,000834,40,60,60,50,30,50,0,40,60,2023-01-12
4,000835,50,30,40,40,30,40,0,30,50,2023-01-12
4,000863,50,50,40,50,30,40,0,30,40,2023-01-12
4,000837,50,40,80,70,40,40,0,30,60,2023-01-12
4,000856,40,40,50,40,40,30,0,50,40,2023-01-12
4,000858,40,50,40,50,40,40,20,30,50,2023-01-12
4,000860,60,40,40,50,40,40,10,40,50,2023-01-12
4,000862,40,40,50,40,30,40,0,40,30,2023-01-12
4,000864,40,60,40,40,30,30,0,30,40,2023-01-12
4,000865,40,40,40,50,40,20,20,30,50,2023-01-12
4,000867,50,40,50,40,30,40,0,30,40,2023-01-12
4,000869,40,20,50,50,40,20,80,30,70,2023-01-12
4,000870,50,40,40,30,30,40,0,30,40,2023-01-12
4,000887,40,50,10,30,40,40,0,40,60,2023-01-12
4,000890,40,40,50,50,40,40,0,50,60,2023-01-12
4,000891,50,30,30,40,30,30,0,30,60,2023-01-12
4,000909,40,40,50,50,40,40,10,40,50,2023-01-12
4,000913,40,40,40,40,30,30,20,40,50,2023-01-12
4,000914,40,30,50,60,50,30,70,30,70,2023-01-12
4,000918,40,60,50,50,40,40,0,40,60,2023-01-12
4,000919,50,50,60,60,40,40,0,50,50,2023-01-12
4,000923,50,40,40,50,30,40,40,30,40,2023-01-12
4,000924,40,50,60,50,40,40,0,30,50,2023-01-12
4,000009,40,40,50,50,30,40,30,50,50,2023-01-12
4,000842,50,60,40,40,40,40,0,30,40,2023-01-12
4,000852,50,40,70,60,50,50,0,50,70,2023-01-12
4,000853,50,40,40,50,30,40,0,40,50,2023-01-12
4,000855,50,70,40,40,30,40,0,20,40,2023-01-12
4,000857,50,50,50,50,40,40,50,40,50,2023-01-12
4,000859,40,50,50,50,40,40,0,30,50,2023-01-12
4,000861,50,70,40,30,40,40,0,30,40,2023-01-12
4,000871,40,40,50,40,40,40,10,40,50,2023-01-12
4,000911,50,40,50,50,40,40,0,40,50,2023-01-12
4,000921,60,40,60,50,30,40,40,30,60,2023-01-12
4,000928,50,40,50,50,30,40,0,30,50,2023-01-12
4,000931,60,40,50,60,30,40,0,40,50,2023-01-12
4,000932,60,50,50,40,30,30,0,30,40,2023-01-12
4,M000367,40,30,50,50,40,40,50,40,60,2023-01-12
4,M000368,40,50,40,40,40,30,20,30,40,2023-01-12
4,M000369,40,40,40,30,30,30,0,30,40,2023-01-12
4,M000370,30,30,50,40,30,30,20,30,50,2023-01-12
4,M000371,40,40,50,50,30,30,10,30,40,2023-01-12
4,M000372,40,50,50,40,30,40,0,30,40,2023-01-12
4,M000383,50,40,60,50,30,40,10,30,70,2023-01-12
4,M000384,50,40,40,40,40,20,0,30,50,2023-01-12
4,M000385,60,40,50,50,40,30,20,30,50,2023-01-12
4,M000386,40,40,40,40,30,30,10,30,50,2023-01-12
4,M000387,60,40,50,40,30,30,0,30,50,2023-01-12
4,M000388,50,50,40,40,30,40,0,40,50,2023-01-12
4,M000389,40,50,50,50,30,40,0,30,40,2023-01-12
4,M000390,50,40,50,40,30,40,0,40,50,2023-01-12
4,M000391,60,40,50,60,30,40,0,30,50,2023-01-12
4,M000392,50,40,50,40,30,30,0,50,50,2023-01-12
1,000005,30,50,60,50,40,50,10,40,50,2022-11-08
1,000006,20,40,50,50,30,40,0,40,60,2022-11-08
1,000010,40,40,60,40,40,40,0,30,60,2022-11-08
1,000011,40,40,50,50,20,30,0,40,40,2022-11-08
1,000426,50,40,30,50,40,40,0,40,50,2022-11-08
1,000428,50,40,70,50,40,40,0,30,60,2022-11-08
1,000427,40,60,30,50,30,40,0,30,40,2022-11-08
1,000430,40,50,60,50,40,40,0,40,50,2022-11-08
1,000431,30,50,50,50,40,40,0,40,50,2022-11-08
1,000432,40,40,50,40,30,40,0,30,40,2022-11-08
1,000434,20,50,60,30,30,30,20,30,40,2022-11-08
1,000435,30,30,30,40,40,40,0,40,50,2022-11-08
1,000436,50,20,40,30,20,20,0,30,40,2022-11-08
1,000438,10,20,50,40,20,20,0,20,40,2022-11-08
1,000439,40,40,40,60,20,20,0,50,60,2022-11-08
1,000441,50,40,30,50,20,30,0,30,50,2022-11-08
1,000444,60,40,50,60,40,30,20,30,70,2022-11-08
1,000445,50,70,40,70,50,60,0,40,60,2022-11-08
1,000447,40,50,40,40,40,40,0,40,50,2022-11-08
1,000450,40,60,40,60,30,50,0,30,50,2022-11-08
1,000481,40,60,60,60,40,40,10,30,50,2022-11-08
1,000484,50,30,70,40,10,10,10,30,60,2022-11-08
1,000488,60,30,60,40,20,20,20,20,50,2022-11-08
1,000489,30,50,50,50,40,20,0,50,40,2022-11-08
1,000490,40,50,60,30,40,30,0,30,40,2022-11-08
1,000491,50,50,70,40,40,40,0,50,60,2022-11-08
1,000492,40,50,50,40,30,30,0,40,50,2022-11-08
1,000493,40,50,50,50,40,50,0,40,60,2022-11-08
1,000494,40,60,50,60,50,40,0,50,50,2022-11-08
1,000496,50,60,50,60,50,50,0,40,60,2022-11-08
1,000499,40,50,40,50,30,30,0,40,40,2022-11-08
1,000501,60,50,60,50,40,30,50,50,70,2022-11-08
1,000503,40,50,50,50,50,50,10,40,50,2022-11-08
1,000504,70,60,60,70,40,40,0,50,70,2022-11-08
1,000505,30,60,50,60,30,30,0,30,60,2022-11-08
1,000506,30,60,60,50,60,50,0,50,60,2022-11-08
1,000507,50,30,60,50,30,30,0,50,50,2022-11-08
1,000510,70,50,80,70,60,60,0,40,80,2022-11-08
1,000508,40,60,20,50,20,30,0,40,30,2022-11-08
1,000511,60,40,40,50,20,50,0,40,40,2022-11-08
1,000512,40,50,50,60,50,60,0,50,50,2022-11-08
1,000513,50,60,30,50,30,50,10,30,50,2022-11-08
1,000515,60,20,30,60,30,20,50,20,50,2022-11-08
1,000516,50,70,50,50,20,40,0,20,70,2022-11-08
1,000517,50,20,30,40,20,20,30,30,50,2022-11-08
1,000518,20,30,60,60,30,40,0,20,60,2022-11-08
1,000519,50,30,50,70,30,40,30,20,70,2022-11-08
1,000520,60,60,20,60,20,50,0,20,50,2022-11-08
1,000524,50,40,60,70,30,40,0,30,70,2022-11-08
1,000525,30,60,50,60,30,30,0,40,60,2022-11-08
1,000527,50,60,30,60,30,50,20,20,70,2022-11-08
1,000528,40,30,40,50,30,50,40,50,50,2022-11-08
1,000529,30,50,60,60,40,60,0,50,50,2022-11-08
1,000530,60,30,40,50,20,40,0,40,60,2022-11-08
1,000531,40,40,50,60,50,40,0,40,50,2022-11-08
1,000534,50,20,20,40,20,30,30,30,40,2022-11-08
1,000535,40,50,40,50,30,20,20,30,50,2022-11-08
1,000536,30,50,70,50,60,60,0,50,60,2022-11-08
1,000537,40,30,30,30,20,40,0,30,40,2022-11-08
1,000538,40,40,40,50,30,30,0,30,40,2022-11-08
1,000563,30,60,40,60,20,30,50,40,60,2022-11-08
1,000564,30,60,60,60,30,30,0,30,60,2022-11-08
1,000565,30,50,80,50,50,40,0,60,70,2022-11-08
1,000569,20,70,70,20,30,40,0,50,50,2022-11-08
1,000575,60,20,60,50,30,30,10,30,70,2022-11-08
1,000578,30,50,70,40,40,30,0,30,60,2022-11-08
1,000579,30,40,60,40,30,30,0,20,60,2022-11-08
1,000580,30,40,50,40,30,30,0,30,70,2022-11-08
1,000581,30,60,50,50,40,30,0,30,70,2022-11-08
1,000548,30,40,60,50,40,30,0,30,60,2022-11-08
1,000586,20,60,60,60,50,50,10,60,70,2022-11-08
1,000588,50,30,50,40,30,30,10,30,40,2022-11-08
1,000590,60,20,40,50,30,30,70,40,70,2022-11-08
1,000591,60,40,40,40,30,30,0,40,40,2022-11-08
1,000595,30,40,60,50,50,40,0,60,80,2022-11-08
1,000598,50,20,40,50,30,30,30,20,50,2022-11-08
1,000605,70,20,40,60,30,20,50,30,70,2022-11-08
1,000606,50,50,60,50,40,30,0,40,60,2022-11-08
1,000607,40,80,20,50,30,20,0,20,30,2022-11-08
1,000611,50,70,30,50,30,50,0,20,50,2022-11-08
1,000617,40,50,50,60,40,40,50,50,60,2022-11-08
1,000618,60,20,70,70,20,20,0,30,80,2022-11-08
1,000619,70,70,60,70,30,60,0,20,70,2022-11-08
1,000622,30,60,50,60,20,40,10,20,40,2022-11-08
1,000627,50,50,50,40,40,30,0,40,50,2022-11-08
1,000628,50,80,50,70,50,50,0,20,60,2022-11-08
1,000629,60,30,70,40,40,30,70,30,60,2022-11-08
1,000632,30,40,70,50,40,30,0,40,70,2022-11-08
1,000633,30,40,90,40,40,40,30,40,80,2022-11-08
2,000005,40,40,60,50,30,40,20,30,40,2022-11-08
2,000006,30,50,40,40,20,40,0,30,50,2022-11-08
2,000010,50,30,40,30,30,30,10,20,40,2022-11-08
2,000011,30,40,50,40,30,40,10,40,50,2022-11-08
2,000426,50,30,30,40,30,40,0,30,40,2022-11-08
2,000428,30,30,60,30,30,20,0,20,60,2022-11-08
2,000427,40,40,50,40,30,40,10,30,50,2022-11-08
2,000430,40,60,60,60,40,40,0,30,60,2022-11-08
2,000431,40,50,50,50,30,40,0,30,60,2022-11-08
2,000432,40,40,60,50,30,20,0,30,50,2022-11-08
2,000434,30,50,40,50,30,50,30,30,40,2022-11-08
2,000435,30,40,50,40,20,30,0,30,40,2022-11-08
2,000436,40,40,20,30,20,20,0,20,30,2022-11-08
2,000438,30,40,40,40,20,20,0,20,40,2022-11-08
2,000439,40,40,50,50,30,30,0,60,60,2022-11-08
2,000441,40,30,40,30,30,40,0,20,30,2022-11-08
2,000444,50,40,60,50,20,30,10,20,60,2022-11-08
2,000445,30,50,40,80,30,50,10,30,50,2022-11-08
2,000447,60,30,40,50,30,30,0,20,40,2022-11-08
2,000450,30,60,40,50,30,50,0,30,40,2022-11-08
2,000451,40,60,40,50,30,50,0,40,50,2022-11-08
2,000452,30,30,40,30,30,30,0,20,40,2022-11-08
2,000473,60,50,60,50,40,40,10,50,60,2022-11-08
2,000474,50,40,60,60,40,30,0,40,70,2022-11-08
2,000475,50,40,50,40,30,30,0,30,30,2022-11-08
2,000476,40,60,50,40,40,50,0,30,40,2022-11-08
2,000477,50,40,40,40,30,40,10,30,40,2022-11-08
2,000478,60,20,50,50,40,20,60,30,50,2022-11-08
2,000479,50,60,50,40,30,40,0,30,30,2022-11-08
2,000480,50,50,50,60,40,50,0,50,60,2022-11-08
2,000481,10,40,40,40,20,40,20,20,40,2022-11-08
2,000484,30,20,40,30,30,40,0,30,40,2022-11-08
2,000488,40,30,50,50,20,30,30,20,50,2022-11-08
2,000489,30,50,30,40,20,20,10,20,50,2022-11-08
2,000490,30,50,30,40,30,30,0,20,50,2022-11-08
2,000491,30,30,50,40,30,30,10,20,60,2022-11-08
2,000492,50,50,30,50,30,50,0,30,60,2022-11-08
2,000493,40,40,20,40,30,50,0,30,50,2022-11-08
2,000494,40,30,40,40,30,30,20,30,40,2022-11-08
2,000496,50,40,30,40,40,40,0,30,50,2022-11-08
2,000499,40,60,50,60,40,50,0,40,50,2022-11-08
2,000501,50,20,50,50,30,30,40,30,60,2022-11-08
2,000503,40,30,30,40,30,40,10,30,50,2022-11-08
2,000504,50,70,60,70,50,60,0,50,50,2022-11-08
2,000505,50,50,40,50,40,20,0,20,50,2022-11-08
2,000506,40,60,40,50,30,50,0,30,40,2022-11-08
2,000507,40,40,40,50,30,40,10,50,40,2022-11-08
2,000510,60,30,70,70,60,70,10,40,80,2022-11-08
2,000508,40,50,30,30,30,40,10,20,30,2022-11-08
2,000511,60,60,40,60,30,50,0,30,40,2022-11-08
2,000512,20,40,30,40,30,40,10,30,40,2022-11-08
2,000513,60,40,30,50,20,20,0,20,40,2022-11-08
2,000515,50,30,50,50,30,30,40,20,40,2022-11-08
2,000516,40,50,30,40,30,50,0,30,50,2022-11-08
2,000517,30,30,30,30,30,20,20,20,40,2022-11-08
2,000518,40,40,40,40,20,40,0,30,50,2022-11-08
2,000519,30,40,50,50,40,40,20,30,50,2022-11-08
2,000520,40,40,30,40,20,20,0,20,40,2022-11-08
2,000524,40,40,50,60,20,40,10,20,50,2022-11-08
2,000525,50,50,60,60,20,40,10,20,60,2022-11-08
2,000527,50,70,40,70,30,60,20,30,70,2022-11-08
2,000528,40,30,50,40,30,30,40,30,60,2022-11-08
2,000529,30,40,60,60,50,60,0,60,40,2022-11-08
2,000530,40,60,30,50,20,30,10,30,60,2022-11-08
2,000531,40,50,40,40,40,40,0,30,50,2022-11-08
2,000534,50,30,40,40,30,40,30,40,50,2022-11-08
2,000535,40,50,40,60,40,30,10,40,40,2022-11-08
2,000536,30,50,70,60,50,50,0,50,60,2022-11-08
2,000537,60,40,20,40,30,30,10,30,40,2022-11-08
2,000538,40,50,40,50,40,30,10,30,30,2022-11-08
2,000540,50,60,60,50,40,40,0,20,50,2022-11-08
2,000543,50,40,60,50,40,20,10,30,70,2022-11-08
2,000544,60,60,50,70,50,50,10,30,60,2022-11-08
2,000547,40,70,60,60,30,50,0,40,60,2022-11-08
2,000584,50,30,60,50,50,20,30,30,60,2022-11-08
2,000549,40,10,60,60,40,20,70,30,70,2022-11-08
2,000551,50,50,40,30,30,40,0,30,30,2022-11-08
2,000557,30,60,70,60,50,40,10,50,70,2022-11-08
2,000559,40,40,40,50,50,60,0,30,70,2022-11-08
2,000561,50,30,50,60,40,30,50,30,50,2022-11-08
2,000563,40,60,50,60,40,40,30,30,70,2022-11-08
2,000564,50,40,50,50,40,40,10,30,60,2022-11-08
2,000565,40,70,70,60,40,30,0,50,60,2022-11-08
2,000569,50,60,70,40,40,40,0,30,50,2022-11-08
2,000575,40,50,60,40,30,30,0,20,70,2022-11-08
2,000578,50,40,70,50,40,50,10,50,50,2022-11-08
2,000579,40,50,50,40,30,30,0,30,70,2022-11-08
2,000580,30,50,50,40,30,30,0,30,60,2022-11-08
2,000581,40,50,60,50,40,50,0,40,70,2022-11-08
2,000548,50,40,50,40,30,30,10,30,50,2022-11-08
2,000617,50,40,40,50,40,30,40,40,60,2022-11-08
2,000618,50,40,60,60,40,30,10,40,70,2022-11-08
2,000619,60,60,50,50,40,40,0,30,70,2022-11-08
2,000622,40,60,30,40,20,30,0,30,30,2022-11-08
2,000627,50,40,40,50,40,40,0,50,50,2022-11-08
2,000628,50,70,40,60,30,30,0,30,60,2022-11-08
2,000629,60,40,60,40,30,20,70,40,60,2022-11-08
2,000606,40,60,50,40,30,30,0,40,50,2022-11-08
2,000632,50,40,50,50,40,30,0,40,60,2022-11-08
2,000633,40,30,70,50,40,30,30,30,80,2022-11-08
2,000638,50,40,60,50,40,40,0,50,40,2022-11-08
2,000639,30,50,60,50,30,40,0,50,50,2022-11-08
2,000640,50,30,50,40,40,30,0,20,50,2022-11-08
2,000645,30,40,70,40,30,30,0,40,70,2022-11-08
2,000648,40,70,50,50,30,30,0,20,50,2022-11-08
2,000649,40,30,40,30,30,20,0,20,40,2022-11-08
2,000650,40,40,30,40,20,30,0,30,50,2022-11-08
2,000652,30,40,50,40,30,30,0,50,60,2022-11-08
2,000654,40,30,60,50,30,20,50,30,60,2022-11-08
2,000655,30,50,60,40,30,40,0,30,70,2022-11-08
3,000005,20,20,50,30,20,40,40,20,40,2022-11-08
3,000006,30,30,30,40,30,30,10,30,100,2022-11-08
3,000010,30,40,30,50,20,20,10,40,40,2022-11-08
3,000011,30,40,40,30,20,30,0,10,30,2022-11-08
3,000426,30,20,50,30,30,40,10,40,40,2022-11-08
3,000428,10,40,50,40,30,30,0,40,40,2022-11-08
3,000427,40,50,30,40,30,20,10,20,30,2022-11-08
3,000430,30,50,30,30,20,40,0,20,50,2022-11-08
3,000431,40,40,30,60,20,30,0,30,60,2022-11-08
3,000432,20,20,30,20,30,30,0,30,30,2022-11-08
3,000434,20,30,50,40,20,30,30,20,40,2022-11-08
3,000435,40,30,30,30,20,20,10,30,50,2022-11-08
3,000436,20,20,30,30,30,10,0,30,40,2022-11-08
3,000438,30,20,40,50,40,20,0,30,30,2022-11-08
3,000439,40,20,40,30,20,30,10,50,50,2022-11-08
3,000441,40,50,30,40,20,20,10,10,20,2022-11-08
3,000444,40,40,40,40,30,20,20,20,50,2022-11-08
3,000445,30,50,40,50,30,50,0,20,30,2022-11-08
3,000447,40,30,40,40,30,30,0,20,30,2022-11-08
3,000450,20,30,30,30,20,40,0,10,20,2022-11-08
3,000451,50,50,40,50,40,40,0,30,40,2022-11-08
3,000452,40,50,50,40,30,40,0,30,50,2022-11-08
3,000473,50,60,70,50,30,20,0,30,50,2022-11-08
3,000474,50,40,60,40,40,30,0,40,70,2022-11-08
3,000475,40,50,60,50,40,30,0,40,50,2022-11-08
3,000476,40,50,50,60,30,50,0,30,40,2022-11-08
3,000477,40,50,50,40,30,30,0,30,60,2022-11-08
3,000478,50,30,50,60,30,40,50,30,60,2022-11-08
3,000479,40,60,40,50,40,50,0,40,40,2022-11-08
3,000480,60,40,60,50,30,30,0,40,60,2022-11-08
3,000481,30,50,60,50,30,40,10,30,50,2022-11-08
3,000484,40,30,60,50,20,40,0,30,50,2022-11-08
3,000488,50,20,40,40,20,30,40,20,50,2022-11-08
3,000489,30,40,50,30,30,30,0,30,40,2022-11-08
3,000490,20,50,50,40,30,20,0,40,40,2022-11-08
3,000491,40,40,50,30,20,30,0,30,50,2022-11-08
3,000492,40,50,60,40,20,30,0,40,50,2022-11-08
3,000493,50,30,50,40,20,30,0,40,40,2022-11-08
3,000494,40,40,50,40,30,30,0,40,50,2022-11-08
3,000496,40,60,50,50,40,40,0,40,50,2022-11-08
3,000499,30,30,40,40,30,40,0,30,40,2022-11-08
3,000501,40,20,50,50,30,20,40,30,70,2022-11-08
3,000503,40,30,40,40,30,30,10,40,50,2022-11-08
3,000504,50,50,40,50,40,40,0,40,50,2022-11-08
3,000505,40,50,40,50,40,30,0,30,60,2022-11-08
3,000506,30,50,40,40,30,40,0,30,50,2022-11-08
3,000507,50,40,50,50,30,40,10,40,50,2022-11-08
3,000510,50,30,60,70,40,60,10,30,80,2022-11-08
3,000508,40,50,30,40,20,40,0,30,30,2022-11-08
3,000511,40,60,30,50,20,50,0,30,40,2022-11-08
3,000512,40,30,40,50,30,50,10,40,50,2022-11-08
3,000513,40,70,30,40,30,40,10,40,40,2022-11-08
3,000515,50,30,40,50,30,20,60,30,60,2022-11-08
3,000516,40,60,30,50,30,40,10,30,50,2022-11-08
3,000517,40,30,20,30,20,30,20,30,40,2022-11-08
3,000518,40,50,40,60,40,50,0,40,50,2022-11-08
3,000519,40,40,40,50,30,30,30,30,50,2022-11-08
3,000520,40,60,30,40,30,40,0,30,50,2022-11-08
3,000524,40,50,60,60,40,50,0,40,60,2022-11-08
3,000525,50,40,40,40,30,30,10,30,40,2022-11-08
3,000527,40,50,50,50,30,40,20,20,60,2022-11-08
3,000528,40,40,50,50,30,40,30,40,50,2022-11-08
3,000529,40,50,50,60,40,50,0,50,40,2022-11-08
3,000530,40,60,30,50,20,50,0,30,50,2022-11-08
3,000531,40,50,30,50,30,50,0,30,50,2022-11-08
3,000534,50,40,30,30,40,30,20,30,50,2022-11-08
3,000535,40,50,30,50,30,30,10,40,50,2022-11-08
3,000536,30,50,60,50,40,40,0,40,60,2022-11-08
3,000537,50,50,20,50,30,40,0,30,40,2022-11-08
3,000538,40,50,40,40,30,30,0,40,40,2022-11-08
3,000540,50,40,50,50,20,40,0,20,50,2022-11-08
3,000543,40,50,70,60,40,30,0,30,70,2022-11-08
3,000544,40,40,60,50,30,40,0,30,50,2022-11-08
3,000547,30,70,70,70,40,60,0,30,70,2022-11-08
3,000584,60,30,60,60,50,30,40,30,60,2022-11-08
3,000549,40,20,50,40,40,30,60,20,70,2022-11-08
3,000551,30,60,50,40,30,30,0,30,40,2022-11-08
3,000557,40,50,70,60,30,40,0,30,70,2022-11-08
3,000559,60,30,40,60,50,50,0,30,70,2022-11-08
3,000561,40,50,60,50,40,40,30,30,50,2022-11-08
3,000563,30,60,60,70,40,50,40,30,70,2022-11-08
3,000564,40,70,50,60,30,40,0,30,60,2022-11-08
3,000565,40,40,80,70,40,30,0,50,50,2022-11-08
3,000569,60,50,70,50,30,30,0,40,40,2022-11-08
3,000575,60,40,60,40,30,20,0,30,70,2022-11-08
3,000578,30,40,40,40,30,40,0,30,40,2022-11-08
3,000579,20,60,70,50,40,40,0,40,70,2022-11-08
3,000580,40,50,50,40,40,30,0,20,50,2022-11-08
3,000581,40,50,80,60,30,30,0,20,80,2022-11-08
3,000548,40,50,70,50,30,40,0,30,60,2022-11-08
3,000586,40,50,50,40,40,40,0,40,40,2022-11-08
3,000588,50,40,30,30,20,20,10,10,50,2022-11-08
3,000590,40,20,50,50,40,30,70,30,70,2022-11-08
3,000591,50,30,30,40,40,40,0,40,40,2022-11-08
3,000595,20,30,50,50,40,30,0,60,60,2022-11-08
3,000598,50,20,50,50,20,20,30,30,60,2022-11-08
3,000605,50,30,30,60,30,30,40,20,70,2022-11-08
3,000606,50,50,60,50,40,40,0,40,60,2022-11-08
3,000607,50,60,30,40,30,30,0,30,30,2022-11-08
3,000611,40,60,30,30,30,30,0,10,30,2022-11-08
3,000617,50,50,60,60,30,30,40,30,60,2022-11-08
3,000618,60,40,70,70,40,40,0,50,70,2022-11-08
3,000619,40,70,60,40,30,40,0,20,80,2022-11-08
3,000622,50,40,30,40,40,30,0,40,40,2022-11-08
3,000627,40,30,50,40,40,40,0,30,40,2022-11-08
3,000628,60,70,50,60,30,30,0,30,50,2022-11-08
3,000629,70,30,60,30,30,20,90,40,70,2022-11-08
3,000632,40,40,50,40,30,40,0,30,50,2022-11-08
3,000633,60,40,80,50,30,20,50,20,80,2022-11-08
3,000638,40,40,60,40,30,40,10,40,40,2022-11-08
3,000639,40,40,50,50,30,40,0,40,50,2022-11-08
3,000640,40,40,40,30,30,30,0,30,40,2022-11-08
3,000645,40,40,60,50,30,30,0,40,60,2022-11-08
3,000648,30,80,30,40,20,30,0,20,40,2022-11-08
3,000649,50,40,40,40,30,30,0,30,40,2022-11-08
3,000650,40,60,30,40,40,20,0,30,60,2022-11-08
3,000652,40,40,60,50,40,40,0,50,60,2022-11-08
3,000654,40,30,60,50,30,30,50,30,60,2022-11-08
3,000655,50,50,50,40,30,40,0,30,50,2022-11-08
4,000434,20,40,40,50,30,30,20,20,30,2022-11-08
4,000435,30,50,20,40,30,20,0,20,40,2022-11-08
4,000436,40,30,20,40,30,30,0,30,40,2022-11-08
4,000438,30,30,40,30,20,30,0,20,30,2022-11-08
4,000439,50,40,40,60,20,30,0,70,60,2022-11-08
4,000441,30,50,20,40,20,20,0,30,40,2022-11-08
4,000444,40,40,30,50,20,20,10,30,60,2022-11-08
4,000445,40,60,30,60,30,50,0,40,40,2022-11-08
4,000447,40,50,30,40,30,20,0,30,50,2022-11-08
4,000450,40,60,30,40,20,30,0,20,50,2022-11-08
4,000451,40,40,40,40,30,40,0,30,40,2022-11-08
4,000452,40,30,40,40,30,30,0,30,40,2022-11-08
4,000473,50,40,50,50,40,30,0,40,50,2022-11-08
4,000474,60,40,60,50,40,30,0,30,60,2022-11-08
4,000475,50,50,40,40,30,30,0,30,40,2022-11-08
4,000476,40,50,30,40,30,40,0,30,40,2022-11-08
4,000477,40,50,40,40,30,30,0,30,40,2022-11-08
4,000478,50,30,50,50,40,30,50,30,50,2022-11-08
4,000479,40,60,40,40,30,40,0,40,40,2022-11-08
4,000480,40,50,40,50,30,40,0,40,50,2022-11-08
4,000481,40,40,50,40,20,40,0,20,40,2022-11-08
4,000484,30,30,50,40,30,30,0,40,40,2022-11-08
4,000488,40,30,50,40,20,40,20,30,40,2022-11-08
4,000489,40,40,40,40,40,30,10,30,40,2022-11-08
4,000490,30,40,40,40,30,30,0,40,40,2022-11-08
4,000491,30,40,40,30,30,30,10,30,40,2022-11-08
4,000492,30,40,40,30,30,20,0,30,40,2022-11-08
4,000493,30,30,40,30,30,30,0,30,40,2022-11-08
4,000494,30,40,30,40,30,20,0,30,40,2022-11-08
4,000496,30,50,40,50,40,30,0,40,50,2022-11-08
4,000499,30,30,40,30,30,40,0,30,30,2022-11-08
4,000501,30,30,50,50,30,30,50,30,40,2022-11-08
4,000503,30,20,40,20,20,30,0,30,30,2022-11-08
4,000504,30,40,50,50,30,40,0,50,50,2022-11-08
4,000505,30,60,20,30,20,20,0,20,30,2022-11-08
4,000506,30,40,40,30,30,30,0,40,30,2022-11-08
4,000507,40,50,40,40,30,30,0,30,40,2022-11-08
4,000510,40,40,50,50,40,50,0,50,70,2022-11-08
4,000508,30,30,30,20,20,30,0,20,20,2022-11-08
4,000511,30,40,40,30,20,30,0,20,40,2022-11-08
4,000512,30,40,50,40,30,40,10,40,40,2022-11-08
4,000513,40,70,30,30,20,30,0,20,30,2022-11-08
4,000515,30,20,30,40,30,10,50,20,50,2022-11-08
4,000516,40,50,20,30,20,20,0,20,50,2022-11-08
4,000517,30,20,20,20,20,20,20,20,30,2022-11-08
4,000518,50,40,40,40,20,30,0,40,40,2022-11-08
4,000519,40,40,50,40,20,30,40,20,50,2022-11-08
4,000520,50,60,30,30,30,30,0,20,60,2022-11-08
4,000524,30,50,40,50,20,30,0,30,50,2022-11-08
4,000525,30,40,40,50,20,20,0,40,50,2022-11-08
4,000540,40,50,50,50,30,50,0,30,60,2022-11-08
4,000543,40,40,50,50,30,30,0,40,60,2022-11-08
4,000544,40,50,40,50,40,50,10,40,50,2022-11-08
4,000547,40,70,50,60,40,50,0,40,60,2022-11-08
4,000584,50,40,50,50,50,30,30,40,50,2022-11-08
4,000549,40,30,50,60,30,30,60,40,60,2022-11-08
4,000551,40,50,40,40,30,40,0,30,40,2022-11-08
4,000557,40,60,60,50,40,50,0,50,60,2022-11-08
4,000559,40,50,40,50,40,60,0,40,60,2022-11-08
4,000561,40,40,40,50,30,30,40,40,50,2022-11-08
4,000586,30,70,50,50,40,50,0,40,60,2022-11-08
4,000588,40,40,30,40,30,40,0,30,40,2022-11-08
4,000590,50,30,30,60,30,30,60,30,60,2022-11-08
4,000591,50,40,30,40,30,40,0,30,40,2022-11-08
4,000595,40,40,50,60,40,40,0,60,70,2022-11-08
4,000598,40,30,40,50,30,20,20,30,50,2022-11-08
4,000605,60,30,30,50,30,20,50,30,60,2022-11-08
